SCENARIO;FEATURE_SET;LEADTIME_MIN;MSE_TOTAL;MSE_REG;MSE_CMV;MAE_TOTAL;MAE_REG;MAE_CMV;RMSE_TOTAL;RMSE_REG;RMSE_CMV;DELTA_RMSE;SHARE_REG_PCT;SHARE_CMV_PCT
SC3 11.08.2018 07:30 Cloudy morning;FS4_SEV4_TIME;60;0,015324673687812311;0,014314659858599733;0,01285284496984214;0,10394952198775179;0,0977920151605382;0,10209617493809134;0,12379286606187091;0,1196438876775564;0,11337038841709125;0,004148978384314508;52,69037384549796;47,309626154502034
SC3 11.08.2018 07:30 Cloudy morning;FS4_SEV4_TIME;75;0,01305707805348477;0,01450180895870487;0,015423466468975388;0,09082919682182648;0,09940264187648554;0,11568566095893798;0,1142675721868841;0,12042345684585239;0,12419124956684907;-0,006155884658968283;48,46006845868826;51,53993154131173
SC3 11.08.2018 07:30 Cloudy morning;FS4_SEV4_TIME;90;0,015385454918107945;0,014988982029076616;0,024137840436176578;0,09856997450727384;0,10170951651287402;0,14425441169220468;0,1240381188107428;0,12242949819825537;0,15536357499805603;0,001608620612487427;38,308712756799174;61,69128724320082
SC3 11.08.2018 07:30 Cloudy morning;FS4_SEV4_TIME;105;0,0180905674503348;0,012033592615838945;0,020469693097103128;0,10666991500524871;0,08674921473311999;0,13491185727542726;0,13450118010759163;0,10969773295669763;0,14307233519133994;0,024803447150893998;37,022695865628876;62,977304134371124
SC3 11.08.2018 07:30 Cloudy morning;FS4_SEV4_TIME;120;0,02265694675406718;0,012257954769475346;0,026029528414571106;0,12105179905888809;0,08599932205475941;0,14770310750042182;0,15052224670814338;0,11071564825929235;0,16133669270990747;0,039806598448851024;32,01556683825842;67,98443316174158
SC3 11.08.2018 07:30 Cloudy morning;FS4_SEV4_TIME;135;0,029172710961134274;0,009872584535457344;0,0296583858264862;0,14445461107235977;0,07583698181785536;0,1610492706514787;0,17080020773153137;0,09936088030737925;0,17221610211152208;0,07143932742415213;24,974303552542384;75,02569644745762
SC3 11.08.2018 07:30 Cloudy morning;FS4_SEV4_TIME;150;0,04215183231928597;0,009960047661127115;0,027165351403490398;0,1799636239534041;0,07216110363943232;0,15442149611054987;0,20530911406775387;0,09980003838239299;0,16481914756329252;0,10550907568536089;26,828122827155205;73,1718771728448
SC3 11.08.2018 07:30 Cloudy morning;FS4_SEV4_TIME;165;0,033546165750375175;0,00864507500912765;0,0235250221894559;0,16055981737374464;0,06662118992879115;0,14428096329388412;0,18315612397726475;0,09297889550391342;0,15337868883732153;0,09017722847335133;26,873014886346986;73,12698511365302
SC3 11.08.2018 07:30 Cloudy morning;FS4_SEV4_TIME;180;0,023188588185652004;0,016039081562936822;0,03541046715404873;0,1257281874697095;0,10328639014979332;0,17984330913294916;0,15227799639360903;0,12664549562829633;0,18817669131443654;0,025632500765312705;31,174387264628585;68,82561273537142
SC3 11.08.2018 07:30 Cloudy morning;FS5_SEV4_GIS_TIME;0;0,008001251172108557;0,008001251172108557;0,0;0,07225231705447345;0,07225231705447345;0,0;0,08944971309125903;0,08944971309125903;0,0;0,0;100,0;0,0
SC3 11.08.2018 07:30 Cloudy morning;FS5_SEV4_GIS_TIME;15;0,007070894658199414;0,007499506589980951;0,0003495533043415159;0,06359143815188607;0,06721646004289493;0,011985967367425234;0,08408861194121005;0,08659969162751649;0,01869634467861341;-0,0025110796863064416;95,54655832612053;4,453441673879461
SC3 11.08.2018 07:30 Cloudy morning;FS5_SEV4_GIS_TIME;30;0,00780163007551493;0,010422492580098064;0,0011344119772264281;0,06897698776929043;0,0810400332196699;0,028629664439654003;0,08832683666652469;0,10209060965680469;0,03368103290023078;-0,013763772990280004;90,18411918520634;9,815880814793653
SC3 11.08.2018 07:30 Cloudy morning;FS5_SEV4_GIS_TIME;45;0,007956510559898385;0,00838243288865925;0,0026671093096367763;0,06542074312806377;0,07067018543835936;0,045291805106714586;0,08919927443594138;0,09155562729105869;0,05164406364372169;-0,0023563528551173163;75,86226413934075;24,137735860659244
SC3 11.08.2018 07:30 Cloudy morning;FS5_SEV4_GIS_TIME;60;0,012186932904876595;0,0076593042776905654;0,00578612115162975;0,0882319260837353;0,0679736962218844;0,06644124142231717;0,11039444236408187;0,08751745127510607;0,07606655737990087;0,022876991088975798;56,965875255891795;43,0341247441082
SC3 11.08.2018 07:30 Cloudy morning;FS5_SEV4_GIS_TIME;75;0,010947459078299145;0,005843872074443816;0,005838640221397935;0,08358511907330217;0,055050147449327506;0,07103245979363935;0,10463010598436352;0,07644522270517508;0,07641099542211144;0,028184883279188444;50,02239181484852;49,97760818515148
SC3 11.08.2018 07:30 Cloudy morning;FS5_SEV4_GIS_TIME;90;0,013748588608861122;0,0074975308186552014;0,017707264477478613;0,09624572328969305;0,0674903659288486;0,12170768418497797;0,1172543756491037;0,08658828337976912;0,1330686457339918;0,030666092269334574;29,746445986035262;70,25355401396473
SC3 11.08.2018 07:30 Cloudy morning;FS5_SEV4_GIS_TIME;105;0,02020246843617877;0,004748008858205469;0,014266455100643852;0,12488570457262878;0,0527342243433024;0,11350752069088428;0,1421353876984151;0,06890579698548932;0,11944226680971795;0,07322959071292579;24,970511230192994;75,029488769807
SC3 11.08.2018 07:30 Cloudy morning;FS5_SEV4_GIS_TIME;120;0,024233423751620776;0,006545841860624913;0,021112636013775297;0,13672644140313203;0,06505012866451425;0,13177164549520914;0,1556708827996449;0,08090637713199691;0,14530187890655544;0,07476450566764797;23,666674248489763;76,33332575151024
SC3 11.08.2018 07:30 Cloudy morning;FS5_SEV4_GIS_TIME;135;0,03340203625002954;0,005541376780243548;0,024199740392650503;0,1626459475527985;0,053925902008744815;0,14301033987177778;0,18276223967228444;0,07444042436904527;0,15556265744917866;0,10832181530323917;18,63203977184132;81,3679602281587
SC3 11.08.2018 07:30 Cloudy morning;FS5_SEV4_GIS_TIME;150;0,045161815349148864;0,009714937872635903;0,018606095089274088;0,19063712714663458;0,07819171235405652;0,12643040704500416;0,21251309453572234;0,09856438440246001;0,1364041608209738;0,11394871013326233;34,302907968441275;65,69709203155873
SC3 11.08.2018 07:30 Cloudy morning;FS5_SEV4_GIS_TIME;165;0,03459944007336956;0,007113657765280132;0,01492894414279066;0,1699873776714124;0,06817077595304653;0,11510126684805837;0,18600924727918652;0,08434250272122669;0,12218405846423117;0,10166674455795983;32,27231428915612;67,72768571084387
SC3 11.08.2018 07:30 Cloudy morning;FS5_SEV4_GIS_TIME;180;0,021757547312498557;0,007580661626895255;0,027152422128807308;0,13064555228622854;0,06835041348810598;0,1577858502767386;0,14750439760393097;0,08706699504918758;0,16477992028401794;0,06043740255474339;21,82547821038391;78,1745217896161
SC3 11.08.2018 07:30 Cloudy morning;FS6_SEV4_GIS_SENSOR_TIME;0;0,004831316265343843;0,004831316265343843;0,0;0,04490726538437467;0,04490726538437467;0,0;0,06950767055040646;0,06950767055040646;0,0;0,0;100,0;0,0
SC3 11.08.2018 07:30 Cloudy morning;FS6_SEV4_GIS_SENSOR_TIME;15;0,006278778121428077;0,005828948981505693;6,977830675561991e-05;0,05903734381640176;0,05591535610096127;0,0059785856950321115;0,07923874129129058;0,0763475538672045;0,008353341053471953;0,002891187424086075;98,8170616584618;1,182938341538205
SC3 11.08.2018 07:30 Cloudy morning;FS6_SEV4_GIS_SENSOR_TIME;30;0,014117432782208167;0,017000199154595434;0,0004353349556396613;0,09926764789193401;0,11095025998643987;0,014784144423648959;0,11881680345055647;0,13038481182482656;0,02086468201626043;-0,011568008374270092;97,50317396136371;2,496826038636286
SC3 11.08.2018 07:30 Cloudy morning;FS6_SEV4_GIS_SENSOR_TIME;45;0,014697507517845506;0,020283352750511706;0,0012776965338495018;0,09862335229955026;0,12190487367881928;0,02802551060069717;0,12123327727091067;0,1424196361128328;0,035744881225841296;-0,021186358841922118;94,07405216231174;5,925947837688255
SC3 11.08.2018 07:30 Cloudy morning;FS6_SEV4_GIS_SENSOR_TIME;60;0,00973128726742587;0,016027419462220072;0,002625339768096261;0,07800475130644545;0,1057807236640983;0,04136621006308933;0,09864728717722485;0,12659944495225905;0,05123806951960877;-0,02795215777503421;85,9251935025822;14,074806497417796
SC3 11.08.2018 07:30 Cloudy morning;FS6_SEV4_GIS_SENSOR_TIME;75;0,008592364282128756;0,017474541148856573;0,004031635618269099;0,07086924036057698;0,11573470901913244;0,05229840097719874;0,09269500678099525;0,13219130511821334;0,06349516216428697;-0,039496298337218086;81,25359211018923;18,746407889810776
SC3 11.08.2018 07:30 Cloudy morning;FS6_SEV4_GIS_SENSOR_TIME;90;0,007705422804717613;0,020136953680683606;0,006510931860457764;0,06863662543859496;0,1268949530177547;0,06875653133602759;0,08778053773313087;0,1419047345252568;0,08069034552198773;-0,05412419679212592;75,56679740910171;24,43320259089829
SC3 11.08.2018 07:30 Cloudy morning;FS6_SEV4_GIS_SENSOR_TIME;105;0,005230511433699955;0,017461550318661735;0,00716906162797942;0,05871078610356537;0,12121866204759633;0,07157044555166014;0,07232227481004697;0,13214215950506383;0,08467031137287391;-0,05981988469501687;70,89369259882699;29,10630740117302
SC3 11.08.2018 07:30 Cloudy morning;FS6_SEV4_GIS_SENSOR_TIME;120;0,004200101109820864;0,01801425047226348;0,009520748144961422;0,050816690305324264;0,12024848084666503;0,08168056908407775;0,06480818705858746;0,13421717651725312;0,09757432113502723;-0,06940898945866567;65,42310287604089;34,57689712395913
SC3 11.08.2018 07:30 Cloudy morning;FS6_SEV4_GIS_SENSOR_TIME;135;0,007071592177895521;0,019399527503851367;0,012700682119872847;0,07030698188611562;0,12092910570159465;0,09539323641270724;0,08409275936663942;0,13928218659918923;0,11269730307275701;-0,05518942723254981;60,4342704650558;39,56572953494418
SC3 11.08.2018 07:30 Cloudy morning;FS6_SEV4_GIS_SENSOR_TIME;150;0,008530696737909786;0,013713491550035968;0,013480425135059275;0,0759527554560112;0,10025014743466469;0,09939864326219507;0,0923617709764694;0,11710461797058205;0,11610523302185512;-0,024742846994112652;50,42852675044127;49,57147324955872
SC3 11.08.2018 07:30 Cloudy morning;FS6_SEV4_GIS_SENSOR_TIME;165;0,007291934223731667;0,01804222539379582;0,014031416148062968;0,06732557199378118;0,12097798845181655;0,10092597323523807;0,08539282302238091;0,13432135122085329;0,11845427872416837;-0,048928528198472376;56,25250057823714;43,74749942176287
SC3 11.08.2018 07:30 Cloudy morning;FS6_SEV4_GIS_SENSOR_TIME;180;0,011240588942720734;0,037063381568327336;0,015801568794841292;0,08833772600918835;0,17397050796352648;0,10801664490482189;0,10602164374655174;0,1925185226629566;0,12570429107568798;-0,08649687891640487;70,10955522271642;29,890444777283577
SC3 11.08.2018 07:30 Cloudy morning;FS7_SEV12_TIME;0;0,008573442609078441;0,008573442609078441;0,0;0,07565440513113225;0,07565440513113225;0,0;0,09259288638485379;0,09259288638485379;0,0;0,0;100,0;0,0
SC3 11.08.2018 07:30 Cloudy morning;FS7_SEV12_TIME;15;0,00927556282669933;0,010999597704512719;0,0010877352774413332;0,0757419081964563;0,08491772791158571;0,026556782070955222;0,09630972342759235;0,10487896693099488;0,03298083197012066;-0,008569243503402532;91,00103158351571;8,998968416484285
SC3 11.08.2018 07:30 Cloudy morning;FS7_SEV12_TIME;30;0,01169182600213571;0,012034710599421006;0,0006605091962671165;0,08320806174884263;0,08492666084266136;0,020098767796720284;0,10812874734378324;0,10970282858441256;0,02570037346551829;-0,001574081240629327;94,79718187713885;5,202818122861139
SC3 11.08.2018 07:30 Cloudy morning;FS7_SEV12_TIME;45;0,011174049701756962;0,010176946752945816;0,00119930329368391;0,08032734392387328;0,07687264489308941;0,029418589736240498;0,10570737770731503;0,10088085424373555;0,03463095860186244;0,00482652346357948;89,45783286436105;10,542167135638952
SC3 11.08.2018 07:30 Cloudy morning;FS7_SEV12_TIME;60;0,012304169618138568;0,010816789255958926;0,0008262930420592596;0,08727306342703274;0,07795554190492925;0,024061189451511356;0,1109241615615758;0,1040037944305828;0,02874531339295607;0,006920367130992991;92,9031417891815;7,096858210818506
SC3 11.08.2018 07:30 Cloudy morning;FS7_SEV12_TIME;75;0,011047848452541448;0,009440971926529367;0,00047341361109801903;0,07691566515412883;0,06976613439096217;0,01753021344758462;0,1051087458423011;0,09716466398094199;0,021758070022362255;0,0079440818613591;95,22498283629072;4,775017163709289
SC3 11.08.2018 07:30 Cloudy morning;FS7_SEV12_TIME;90;0,013388017852386512;0,00898343781919063;0,002164936313848906;0,0839684583019173;0,06589504343508112;0,03856382562198501;0,11570660245805557;0,09478099925191036;0,04652887612922653;0,020925603206145213;80,58069914039878;19,41930085960121
SC3 11.08.2018 07:30 Cloudy morning;FS7_SEV12_TIME;105;0,014444007654294494;0,009774235701088364;0,0013911205996705678;0,08832211220768793;0,06886687158695252;0,03212243178184482;0,12018322534486456;0,09886473436513327;0,037297729148978595;0,02131849097973129;87,54074153839578;12,459258461604227
SC3 11.08.2018 07:30 Cloudy morning;FS7_SEV12_TIME;120;0,019604451650354446;0,012064674455337602;0,003315484556219613;0,11006692841496692;0,08230224093250153;0,05061990443779075;0,14001589784861734;0,10983931197589324;0,05758024449600412;0,030176585872724107;78,44310612310161;21,55689387689839
SC3 11.08.2018 07:30 Cloudy morning;FS7_SEV12_TIME;135;0,02384670268195723;0,011777458840834544;0,005307337192764644;0,12414612715785897;0,07944420922164791;0,06211022633141366;0,15442377628447385;0,10852400122016578;0,0728514735112794;0,04589977506430806;68,93532013886988;31,064679861130116
SC3 11.08.2018 07:30 Cloudy morning;FS7_SEV12_TIME;150;0,03142115194556646;0,016219647900655457;0,004131240467609086;0,14860109388458448;0,10005279617893;0,05554584370575089;0,17726012508617514;0,12735638146812847;0,06427472650746237;0,04990374361804667;79,69995022894726;20,30004977105275
SC3 11.08.2018 07:30 Cloudy morning;FS7_SEV12_TIME;165;0,028513178637996316;0,013892678172907924;0,004626041775586339;0,1418479663289429;0,09057510956342446;0,057859464616015335;0,16885845740736918;0,11786720567192524;0,06801501139885473;0,05099125173544394;75,01964612860577;24,980353871394207
SC3 11.08.2018 07:30 Cloudy morning;FS7_SEV12_TIME;180;0,019155255790571774;0,010020439948263057;0,008815570234471604;0,10817655700379065;0,07040195025940114;0,08393563427354979;0,13840251367143508;0,10010214757068431;0,09389126814817023;0,03830036610075077;53,19831456370695;46,80168543629305
SC3 11.08.2018 07:30 Cloudy morning;FS8_SEV12_GIS_TIME;0;0,006022060401692764;0,006022060401692764;0,0;0,06308734344021227;0,06308734344021227;0,0;0,07760193555377833;0,07760193555377833;0,0;0,0;100,0;0,0
SC3 11.08.2018 07:30 Cloudy morning;FS8_SEV12_GIS_TIME;15;0,0058968589785043275;0,006801161625455685;0,0005650862190263055;0,059952909866287186;0,06408059397140752;0,01930088902327375;0,07679100844828336;0,08246915560047699;0,023771542209673847;-0,005678147152193627;92,32871020692566;7,67128979307434
SC3 11.08.2018 07:30 Cloudy morning;FS8_SEV12_GIS_TIME;30;0,006948132891017946;0,0083632780935522;0,0007081412129668568;0,06348409314738929;0,07143715586703431;0,02181145465473874;0,08335546107495265;0,09145096004718704;0,026610922813139284;-0,008095498972234397;92,19371093939004;7,806289060609957
SC3 11.08.2018 07:30 Cloudy morning;FS8_SEV12_GIS_TIME;45;0,006831100245700642;0,006207815313824832;0,0011815512836165676;0,06037947999051414;0,059773897423146365;0,028812239054536472;0,08265047032957915;0,07878969040315384;0,034373700464403995;0,003860779926425306;84,01011415476822;15,98988584523178
SC3 11.08.2018 07:30 Cloudy morning;FS8_SEV12_GIS_TIME;60;0,00796498574760841;0,006788270088292024;0,0011685726918986617;0,06991927663843621;0,06515192006387928;0,026837341683120398;0,08924676883567499;0,08239095877759904;0,03418439251908189;0,006855810058075951;85,31361339942603;14,686386600573965
SC3 11.08.2018 07:30 Cloudy morning;FS8_SEV12_GIS_TIME;75;0,005756422130495166;0,005067751383283631;0,0012789524240234152;0,054770662232865794;0,05140762187238573;0,029680286237187145;0,07587108889751858;0,071188140748889;0,03576244432394709;0,004682948148629573;79,84855662318856;20,15144337681144
SC3 11.08.2018 07:30 Cloudy morning;FS8_SEV12_GIS_TIME;90;0,007149533661817245;0,00487387452094285;0,0031383911962330683;0,06479675191170088;0,05305253143866965;0,045644382013183465;0,08455491506599273;0,06981314003067653;0,05602134589808663;0,014741775035316207;60,83016581058601;39,16983418941398
SC3 11.08.2018 07:30 Cloudy morning;FS8_SEV12_GIS_TIME;105;0,009174362891250563;0,003811515108826234;0,0033352467920863106;0,07865031968442006;0,047537980423750605;0,04958027642282684;0,09578289456500343;0,06173746924539614;0,05775159558043665;0,03404542531960729;53,332056694648735;46,66794330535126
SC3 11.08.2018 07:30 Cloudy morning;FS8_SEV12_GIS_TIME;120;0,011930125543152318;0,004887615613605784;0,005120519663412583;0,09121134725928501;0,057341542068129046;0,05830863807890294;0,10922511406793;0,06991148413247844;0,07155780644634506;0,03931362993545155;48,836426350363105;51,16357364963689
SC3 11.08.2018 07:30 Cloudy morning;FS8_SEV12_GIS_TIME;135;0,01188610853832048;0,004558994669867378;0,005622553924104558;0,08755099624142824;0,051117298127482017;0,06376286133097997;0,1090234311435871;0,06752032782701353;0,07498369105415228;0,04150310331657357;44,77702608586051;55,22297391413949
SC3 11.08.2018 07:30 Cloudy morning;FS8_SEV12_GIS_TIME;150;0,021823326840277688;0,01116273720425025;0,004225909282907167;0,12750312829539678;0,08934872042194374;0,05575806922211811;0,14772720413071416;0,10565385560522744;0,0650069941076125;0,04207334852548672;72,53878509436228;27,461214905637714
SC3 11.08.2018 07:30 Cloudy morning;FS8_SEV12_GIS_TIME;165;0,016591729458946193;0,006945119707639163;0,004146266895044937;0,10777935497590359;0,0675025450996039;0,05598432054419233;0,12880888734457027;0,08333738481401468;0,06439151260100151;0,045471502530555596;62,61723584640404;37,382764153595964
SC3 11.08.2018 07:30 Cloudy morning;FS8_SEV12_GIS_TIME;180;0,010298970549445537;0,004672767970440354;0,008278980116408674;0,08115998232797116;0,05215901756210326;0,07952391410219496;0,10148384378533135;0,06835764749053579;0,09098890106166067;0,03312619629479556;36,07828023759201;63,92171976240799
SC3 11.08.2018 07:30 Cloudy morning;FS9_SEV12_GIS_SENSOR_TIME;0;0,004738486372251312;0,004738486372251312;0,0;0,04395270891601319;0,04395270891601319;0,0;0,06883666444745352;0,06883666444745352;0,0;0,0;100,0;0,0
SC3 11.08.2018 07:30 Cloudy morning;FS9_SEV12_GIS_SENSOR_TIME;15;0,006301648950614925;0,005851577205763158;0,00016296698094234155;0,05921692919572166;0,05481679151957819;0,009834305167216876;0,07938292606483414;0,07649560252565607;0,012765852143211654;0,0028873235391780744;97,29045168040227;2,709548319597725
SC3 11.08.2018 07:30 Cloudy morning;FS9_SEV12_GIS_SENSOR_TIME;30;0,014480713013232453;0,01682334662315731;0,000342033537066165;0,10063974291685919;0,10891973783064741;0,012631355368100323;0,12033583428568753;0,1297048442547822;0,018494148725101273;-0,009369009969094677;98,00742230073796;1,992577699262048
SC3 11.08.2018 07:30 Cloudy morning;FS9_SEV12_GIS_SENSOR_TIME;45;0,014507205278525137;0,01988155714000243;0,0011701836262763925;0,09797899343686117;0,11918854266224575;0,026248645833760933;0,12044586036275857;0,14100197565992623;0,03420794682930258;-0,02055611529716765;94,44139257048604;5,558607429513954
SC3 11.08.2018 07:30 Cloudy morning;FS9_SEV12_GIS_SENSOR_TIME;60;0,010280235502975264;0,015404571136805678;0,0019015615574357607;0,07900808577677222;0,10346338195668597;0,03485846922431728;0,101391496206414;0,12411515272844681;0,04360689804876931;-0,022723656522032815;89,01220976961248;10,987790230387516
SC3 11.08.2018 07:30 Cloudy morning;FS9_SEV12_GIS_SENSOR_TIME;75;0,01008297858428565;0,01764918712323972;0,002544480838441414;0,08054205624758583;0,11597780587563862;0,041108494418237926;0,10041403579323784;0,13285024321859454;0,05044284724756736;-0,0324362074253567;87,39961039633938;12,600389603660615
SC3 11.08.2018 07:30 Cloudy morning;FS9_SEV12_GIS_SENSOR_TIME;90;0,009638993049418667;0,020346756584939073;0,0037729909831380228;0,08070956535496318;0,1273846610273092;0,05228585467386069;0,09817837363400693;0,14264205755996046;0,06142467731407323;-0,044463683925953526;84,35725343936998;15,64274656063002
SC3 11.08.2018 07:30 Cloudy morning;FS9_SEV12_GIS_SENSOR_TIME;105;0,006834670610863354;0,01771374276744846;0,004356450914809207;0,07147254270607721;0,12232423652410186;0,0554047131276541;0,08267206669040852;0,1330929854178967;0,0660034159328834;-0,05042091872748816;80,26093029572559;19,739069704274403
SC3 11.08.2018 07:30 Cloudy morning;FS9_SEV12_GIS_SENSOR_TIME;120;0,005947233899225851;0,017723062281017898;0,005888780236653663;0,06514340607249128;0,12005041439723813;0,0638745959748622;0,07711831105013808;0,13312799210165344;0,07673838828548371;-0,05600968105151535;75,06005627368391;24,93994372631609
SC3 11.08.2018 07:30 Cloudy morning;FS9_SEV12_GIS_SENSOR_TIME;135;0,008311376993820684;0,01891368238403204;0,0072623464339184735;0,07426359941742235;0,11959803865333903;0,07051954900437166;0,09116675377472143;0,13752702419536328;0,08521940174583763;-0,04636027042064185;72,2557364051409;27,74426359485911
SC3 11.08.2018 07:30 Cloudy morning;FS9_SEV12_GIS_SENSOR_TIME;150;0,007703248962278882;0,013346932218076635;0,007355355465943058;0,06862478370189785;0,09867230476084479;0,07241774463108268;0,08776815460221823;0,11552892372941348;0,08576336902164616;-0,027760769127195245;64,47080835602176;35,52919164397822
SC3 11.08.2018 07:30 Cloudy morning;FS9_SEV12_GIS_SENSOR_TIME;165;0,008125276909226275;0,01779322274605798;0,008200940431931897;0,07277307222371734;0,12035791523492242;0,07569323359664691;0,09014031788953418;0,13339123939021624;0,09055904389917054;-0,04325092150068206;68,45083884494537;31,549161155054634
SC3 11.08.2018 07:30 Cloudy morning;FS9_SEV12_GIS_SENSOR_TIME;180;0,012401699217994437;0,03644509137594436;0,0122583765739673;0,09242374996069805;0,17238224512070008;0,0950299574921002;0,11136291670926385;0,19090597522326103;0,11071755314297413;-0,07954305851399718;74,83058786168114;25,169412138318858
SC4 12.08.2018 12:00 Sunny Summerday;FS4_SEV4_TIME;0;0,017104134174427587;0,017104134174427587;0,0;0,09236474375498971;0,09236474375498971;0,0;0,13078277476192188;0,13078277476192188;0,0;0,0;100,0;0,0
SC4 12.08.2018 12:00 Sunny Summerday;FS4_SEV4_TIME;15;0,016794466973385425;0,016784698351966755;6,029649067319204e-08;0,09095425517253206;0,09092563846427412;4,860154096631036e-05;0,1295934680969123;0,1295557731325268;0,0002455534375104369;3,769496438549291e-05;99,99964076641234;0,00035923358766158653
SC4 12.08.2018 12:00 Sunny Summerday;FS4_SEV4_TIME;30;0,015482892497597722;0,015408896535723648;3,5423645865982884e-05;0,08519549807071139;0,0855279226768135;0,0009690307188725126;0,12443027162872274;0,12413257644842327;0,0059517766982627035;0,0002976951802994704;99,77063641876441;0,2293635812355766
SC4 12.08.2018 12:00 Sunny Summerday;FS4_SEV4_TIME;45;0,014375072427836845;0,014162402502939686;6,271076168359909e-05;0,0802246748201452;0,08006336996618064;0,0014689318511797035;0,11989609012739676;0,11900589272359452;0,007919012671008873;0,000890197403802237;99,55915457039238;0,44084542960762024
SC4 12.08.2018 12:00 Sunny Summerday;FS4_SEV4_TIME;60;0,013841160968581723;0,013987467670076907;8,289605462636842e-06;0,07973230378398499;0,07995183935247108;0,00046294841213502747;0,11764846351985105;0,11826862504517802;0,002879167494717326;-0,0006201615253269704;99,94077058283139;0,0592294171686203
SC4 12.08.2018 12:00 Sunny Summerday;FS4_SEV4_TIME;75;0,013358577036626062;0,013429855927917934;8,887720321488542e-06;0,07827024979465995;0,07809300998444887;0,0005404566941053971;0,11557931059071974;0,11588725524369768;0,0029812279888476395;-0,00030794465297794005;99,93386494635119;0,06613505364880519
SC4 12.08.2018 12:00 Sunny Summerday;FS4_SEV4_TIME;90;0,012509346765793194;0,012629176137254906;7,940629244079709e-06;0,07626599909836015;0,07608741256871134;0,0009280795204466667;0,11184519107137864;0,1123796073015692;0,002817912213692916;-0,0005344162301905708;99,93716423302243;0,06283576697756191
SC4 12.08.2018 12:00 Sunny Summerday;FS4_SEV4_TIME;105;0,012198440342965293;0,012164362621552622;1,1459784016559702e-05;0,07650407531039292;0,07601712220736889;0,0010288491629172063;0,11044654971055136;0,11029216935736019;0,0033852302752633684;0,00015438035319116639;99,90588082155898;0,09411917844102287
SC4 12.08.2018 12:00 Sunny Summerday;FS4_SEV4_TIME;120;0,011481678299461109;0,011562977369196144;1,3897624149570426e-05;0,07456884393154577;0,07452174983961359;0,001043755615103072;0,10715259352652697;0,10753128553679689;0,0037279517364861934;-0,0003786920102699237;99,8799535785127;0,12004642148730686
SC4 12.08.2018 12:00 Sunny Summerday;FS4_SEV4_TIME;135;0,011239908535090761;0,01126156903489189;6,015311084468285e-06;0,07563373960086991;0,07566799920610487;0,000802230683789737;0,1060184348832351;0,10612054011779196;0,002452613113491055;-0,00010210523455685128;99,94661401326348;0,05338598673651239
SC4 12.08.2018 12:00 Sunny Summerday;FS4_SEV4_TIME;150;0,010721291699750795;0,010939009117943021;5,391507762183387e-05;0,07474085520261493;0,07512733127977049;0,00133356727335764;0,10354367049583858;0,10458971803166418;0,007342688718843655;-0,0010460475358256005;99,50954744467731;0,4904525553226879
SC4 12.08.2018 12:00 Sunny Summerday;FS4_SEV4_TIME;165;0,010497925759957682;0,010437209395584558;1,397181820027394e-05;0,07540512834671943;0,0751799669418259;0,001252309891624727;0,1024593859046485;0,10216266145507642;0,003737889538265402;0,0002967244495720722;99,8663135016562;0,13368649834379945
SC4 12.08.2018 12:00 Sunny Summerday;FS4_SEV4_TIME;180;0,010079750581356258;0,009811426420823667;1,8705166603226886e-05;0,07388563392995441;0,07318580017626353;0,0017509241250978;0,10039796104182723;0,09905264469373681;0,004324947005828729;0,0013453163480904168;99,80971601003641;0,190283989963588
SC4 12.08.2018 12:00 Sunny Summerday;FS5_SEV4_GIS_TIME;0;0,008838110777245325;0,008838110777245325;0,0;0,06285397795683127;0,06285397795683127;0,0;0,09401122686809978;0,09401122686809978;0,0;0,0;100,0;0,0
SC4 12.08.2018 12:00 Sunny Summerday;FS5_SEV4_GIS_TIME;15;0,008950345234528534;0,009017839832423661;1,7596449994880082e-05;0,06251532707179365;0,06345464859564891;0,0032466900521430416;0,09460626424570698;0,0949623074299675;0,004194812271708959;-0,00035604318426052384;99,8052506880147;0,19474931198529785
SC4 12.08.2018 12:00 Sunny Summerday;FS5_SEV4_GIS_TIME;30;0,00793223652864634;0,00805012275405048;4,930884687044004e-05;0,059735824985440014;0,06028485971332164;0,0038809700720552087;0,08906310419385988;0,08972247630360232;0,007022025838064116;-0,0006593721097424426;99,39120608334005;0,6087939166599485
SC4 12.08.2018 12:00 Sunny Summerday;FS5_SEV4_GIS_TIME;45;0,007132710295782655;0,007172751650826208;9,799326611593718e-05;0,05663576100245048;0,056421675492607105;0,004647513500590256;0,0844553745819806;0,08469209910508894;0,00989915481826288;-0,00023672452310834202;98,65222522265091;1,3477747773490887
SC4 12.08.2018 12:00 Sunny Summerday;FS5_SEV4_GIS_TIME;60;0,0070174945975894085;0,007184725907113467;2,555552282331722e-05;0,05618812917509563;0,05643074813314198;0,003809521973565005;0,08377048762893415;0,08476276250284359;0,005055247058583509;-0,0009922748739094461;99,645568303101;0,35443169689898324
SC4 12.08.2018 12:00 Sunny Summerday;FS5_SEV4_GIS_TIME;75;0,006995340466054034;0,007110445025445331;4,527276517630355e-05;0,05672386896715363;0,05666363635990899;0,004460819065570831;0,08363815197655933;0,08432345477650528;0,006728503932993095;-0,0006853027999459554;99,36732042122122;0,6326795787787852
